Transaction_ID,Customer_ID,Product_ID,Date,Date 2,Quantity,Unit_Price,Total_Amount,Payment_Method,Channel,Month,Year,Number_of_Scoops
T02555,CUST033176,P058,2023-05-06,2023-05-06,1, $7.00 , $7.00 ,Credit Card,Email,5,2023,4
T02555,CUST031873,P001,2023-05-06,2023-05-06,2, $4.50 , $9.00 ,Credit Card,Post Mail,5,2023,1
T02555,CUST032161,P058,2023-05-06,2023-05-06,1, $7.00 , $7.00 ,Cash,Post Mail,5,2023,4
T02555,CUST020607,P039,2023-05-06,2023-05-06,3, $6.50 , $19.50 ,Tap to Pay,None,5,2023,3
T02555,CUST031469,P039,2023-05-06,2023-05-06,1, $6.50 , $6.50 ,Cash,Post Mail,5,2023,3
T02556,CUST025107,P050,2023-05-06,2023-05-06,1, $7.50 , $7.50 ,Cash,Post Mail,5,2023,4
T02556,CUST014800,P061,2023-05-06,2023-05-06,1, $7.00 , $7.00 ,Tap to Pay,Mobile App,5,2023,4
T02556,CUST012385,P048,2023-05-06,2023-05-06,3, $6.00 , $18.00 ,Tap to Pay,Mobile App,5,2023,3
T02556,CUST024727,P059,2023-05-06,2023-05-06,3, $7.00 , $21.00 ,Tap to Pay,None,5,2023,4
T02557,CUST035903,P011,2023-05-06,2023-05-06,2, $4.00 , $8.00 ,Tap to Pay,None,5,2023,1
T02557,CUST038611,P042,2023-05-06,2023-05-06,1, $6.00 , $6.00 ,Tap to Pay,Email,5,2023,3
T02557,CUST030436,P011,2023-05-06,2023-05-06,1, $4.00 , $4.00 ,Credit Card,Social,5,2023,1
T02557,CUST010569,P047,2023-05-06,2023-05-06,3, $6.00 , $18.00 ,Tap to Pay,Email,5,2023,3
T02558,CUST036598,P043,2023-05-06,2023-05-06,2, $6.00 , $12.00 ,Tap to Pay,Email,5,2023,3
T02559,CUST034757,P064,2023-05-06,2023-05-06,1, $7.00 , $7.00 ,Cash,Post Mail,5,2023,4
T02559,CUST035234,P044,2023-05-06,2023-05-06,3, $6.00 , $18.00 ,Cash,Post Mail,5,2023,3
T02560,CUST030144,P014,2023-05-06,2023-05-06,1, $4.00 , $4.00 ,Cash,Mobile App,5,2023,1
T02561,CUST012868,P046,2023-05-06,2023-05-06,3, $6.00 , $18.00 ,Cash,None,5,2023,3
T02561,CUST024480,P048,2023-05-06,2023-05-06,1, $6.00 , $6.00 ,Credit Card,None,5,2023,3
T02561,CUST031202,P008,2023-05-06,2023-05-06,3, $4.50 , $13.50 ,Credit Card,Post Mail,5,2023,1
T02561,CUST028518,P041,2023-05-06,2023-05-06,3, $6.00 , $18.00 ,Credit Card,Mobile App,5,2023,3
T02562,CUST026981,P064,2023-05-06,2023-05-06,2, $7.00 , $14.00 ,Cash,Mobile App,5,2023,4
T02562,CUST026413,P025,2023-05-06,2023-05-06,3, $5.00 , $15.00 ,Tap to Pay,Social,5,2023,2
T02562,CUST016311,P048,2023-05-06,2023-05-06,2, $6.00 , $12.00 ,Credit Card,Email,5,2023,3
T02563,CUST014707,P035,2023-05-06,2023-05-06,3, $6.50 , $19.50 ,Credit Card,Mobile App,5,2023,3
T02564,CUST014650,P063,2023-05-06,2023-05-06,2, $7.00 , $14.00 ,Cash,Email,5,2023,4
T02565,CUST011165,P022,2023-05-06,2023-05-06,3, $5.50 , $16.50 ,Credit Card,Post Mail,5,2023,2
T02565,CUST012319,P008,2023-05-06,2023-05-06,3, $4.50 , $13.50 ,Credit Card,None,5,2023,1
T02565,CUST012902,P012,2023-05-06,2023-05-06,3, $4.00 , $12.00 ,Tap to Pay,Mobile App,5,2023,1
T02565,CUST014943,P059,2023-05-06,2023-05-06,2, $7.00 , $14.00 ,Cash,Social,5,2023,4
T02566,CUST024430,P012,2023-05-06,2023-05-06,2, $4.00 , $8.00 ,Tap to Pay,None,5,2023,1
T02566,CUST010169,P002,2023-05-06,2023-05-06,3, $4.50 , $13.50 ,Credit Card,Post Mail,5,2023,1
T02566,CUST022501,P009,2023-05-06,2023-05-06,1, $4.00 , $4.00 ,Credit Card,Social,5,2023,1
T02566,CUST033574,P032,2023-05-06,2023-05-06,1, $5.00 , $5.00 ,Credit Card,None,5,2023,2
T02567,CUST032477,P007,2023-05-06,2023-05-06,2, $4.50 , $9.00 ,Cash,None,5,2023,1
T02567,CUST022313,P044,2023-05-06,2023-05-06,3, $6.00 , $18.00 ,Cash,None,5,2023,3
T02567,CUST014560,P016,2023-05-06,2023-05-06,2, $4.00 , $8.00 ,Credit Card,Social,5,2023,1
T02567,CUST031742,P031,2023-05-06,2023-05-06,2, $5.00 , $10.00 ,Cash,Email,5,2023,2
T02568,CUST034303,P032,2023-05-07,2023-05-07,3, $5.00 , $15.00 ,Cash,Mobile App,5,2023,2
T02568,CUST032321,P023,2023-05-07,2023-05-07,1, $5.50 , $5.50 ,Credit Card,Mobile App,5,2023,2
T02568,CUST031373,P050,2023-05-07,2023-05-07,1, $7.50 , $7.50 ,Tap to Pay,None,5,2023,4
T02569,CUST030229,P021,2023-05-07,2023-05-07,2, $5.50 , $11.00 ,Cash,Post Mail,5,2023,2
T02569,CUST020406,P019,2023-05-07,2023-05-07,2, $5.50 , $11.00 ,Credit Card,Post Mail,5,2023,2
T02569,CUST018647,P009,2023-05-07,2023-05-07,3, $4.00 , $12.00 ,Credit Card,Post Mail,5,2023,1
T02569,CUST023346,P007,2023-05-07,2023-05-07,3, $4.50 , $13.50 ,Cash,Social,5,2023,1
T02569,CUST021246,P042,2023-05-07,2023-05-07,3, $6.00 , $18.00 ,Cash,Mobile App,5,2023,3
T02570,CUST035603,P040,2023-05-07,2023-05-07,2, $6.50 , $13.00 ,Tap to Pay,Post Mail,5,2023,3
T02571,CUST013682,P056,2023-05-07,2023-05-07,3, $7.50 , $22.50 ,Credit Card,None,5,2023,4
T02571,CUST033625,P019,2023-05-07,2023-05-07,3, $5.50 , $16.50 ,Tap to Pay,Mobile App,5,2023,2
T02571,CUST038442,P028,2023-05-07,2023-05-07,2, $5.00 , $10.00 ,Cash,None,5,2023,2
T02571,CUST016715,P062,2023-05-07,2023-05-07,1, $7.00 , $7.00 ,Tap to Pay,Social,5,2023,4
T02571,CUST027414,P023,2023-05-07,2023-05-07,1, $5.50 , $5.50 ,Cash,Social,5,2023,2
T02572,CUST029572,P003,2023-05-07,2023-05-07,2, $4.50 , $9.00 ,Credit Card,Email,5,2023,1
T02572,CUST023116,P001,2023-05-07,2023-05-07,1, $4.50 , $4.50 ,Cash,Social,5,2023,1
T02572,CUST037309,P060,2023-05-07,2023-05-07,3, $7.00 , $21.00 ,Credit Card,Mobile App,5,2023,4
T02573,CUST037685,P014,2023-05-07,2023-05-07,2, $4.00 , $8.00 ,Cash,Email,5,2023,1
T02573,CUST033866,P037,2023-05-07,2023-05-07,1, $6.50 , $6.50 ,Tap to Pay,Social,5,2023,3
T02574,CUST019939,P053,2023-05-07,2023-05-07,2, $7.50 , $15.00 ,Cash,Email,5,2023,4
T02574,CUST018495,P017,2023-05-07,2023-05-07,3, $5.50 , $16.50 ,Tap to Pay,Social,5,2023,2
T02574,CUST037520,P040,2023-05-07,2023-05-07,3, $6.50 , $19.50 ,Cash,Social,5,2023,3
T02574,CUST032326,P030,2023-05-07,2023-05-07,3, $5.00 , $15.00 ,Credit Card,None,5,2023,2
T02575,CUST020128,P048,2023-05-07,2023-05-07,3, $6.00 , $18.00 ,Credit Card,Social,5,2023,3
T02575,CUST032646,P050,2023-05-07,2023-05-07,1, $7.50 , $7.50 ,Cash,None,5,2023,4
T02576,CUST025404,P043,2023-05-07,2023-05-07,2, $6.00 , $12.00 ,Tap to Pay,None,5,2023,3
T02576,CUST022981,P010,2023-05-07,2023-05-07,2, $4.00 , $8.00 ,Tap to Pay,None,5,2023,1
T02576,CUST021403,P036,2023-05-07,2023-05-07,1, $6.50 , $6.50 ,Tap to Pay,Post Mail,5,2023,3
T02577,CUST014698,P035,2023-05-07,2023-05-07,2, $6.50 , $13.00 ,Credit Card,Mobile App,5,2023,3
T02577,CUST026951,P033,2023-05-07,2023-05-07,2, $6.50 , $13.00 ,Credit Card,Social,5,2023,3
T02578,CUST017540,P044,2023-05-07,2023-05-07,1, $6.00 , $6.00 ,Tap to Pay,Email,5,2023,3
T02578,CUST010004,P041,2023-05-07,2023-05-07,2, $6.00 , $12.00 ,Cash,Social,5,2023,3
T02578,CUST011033,P030,2023-05-07,2023-05-07,2, $5.00 , $10.00 ,Cash,Email,5,2023,2
T02578,CUST021577,P020,2023-05-07,2023-05-07,1, $5.50 , $5.50 ,Credit Card,Post Mail,5,2023,2
T02578,CUST025502,P015,2023-05-07,2023-05-07,1, $4.00 , $4.00 ,Tap to Pay,Email,5,2023,1
T02579,CUST026193,P049,2023-05-07,2023-05-07,2, $7.50 , $15.00 ,Credit Card,None,5,2023,4
T02579,CUST034708,P024,2023-05-07,2023-05-07,2, $5.50 , $11.00 ,Tap to Pay,Post Mail,5,2023,2
T02579,CUST036912,P045,2023-05-07,2023-05-07,3, $6.00 , $18.00 ,Tap to Pay,None,5,2023,3
T02579,CUST018831,P002,2023-05-07,2023-05-07,2, $4.50 , $9.00 ,Credit Card,Post Mail,5,2023,1
T02579,CUST024952,P034,2023-05-07,2023-05-07,3, $6.50 , $19.50 ,Tap to Pay,Social,5,2023,3
T02580,CUST025333,P027,2023-05-07,2023-05-07,1, $5.00 , $5.00 ,Credit Card,Mobile App,5,2023,2
T02580,CUST015713,P030,2023-05-07,2023-05-07,1, $5.00 , $5.00 ,Credit Card,None,5,2023,2
T02580,CUST037459,P029,2023-05-07,2023-05-07,2, $5.00 , $10.00 ,Tap to Pay,Post Mail,5,2023,2
T02581,CUST017450,P047,2023-05-07,2023-05-07,1, $6.00 , $6.00 ,Cash,None,5,2023,3
T02581,CUST016450,P055,2023-05-07,2023-05-07,3, $7.50 , $22.50 ,Tap to Pay,Email,5,2023,4
T02581,CUST012785,P011,2023-05-07,2023-05-07,2, $4.00 , $8.00 ,Tap to Pay,Post Mail,5,2023,1
T02581,CUST029360,P045,2023-05-07,2023-05-07,2, $6.00 , $12.00 ,Credit Card,Email,5,2023,3
T02582,CUST029476,P050,2023-05-07,2023-05-07,3, $7.50 , $22.50 ,Cash,Social,5,2023,4
T02582,CUST016131,P045,2023-05-07,2023-05-07,3, $6.00 , $18.00 ,Tap to Pay,Email,5,2023,3
T02582,CUST012568,P056,2023-05-07,2023-05-07,3, $7.50 , $22.50 ,Tap to Pay,None,5,2023,4
T02583,CUST035654,P043,2023-05-07,2023-05-07,3, $6.00 , $18.00 ,Tap to Pay,Post Mail,5,2023,3
T02583,CUST013546,P012,2023-05-07,2023-05-07,1, $4.00 , $4.00 ,Tap to Pay,None,5,2023,1
T02584,CUST028783,P029,2023-05-07,2023-05-07,2, $5.00 , $10.00 ,Tap to Pay,Social,5,2023,2
T02585,CUST038682,P063,2023-05-07,2023-05-07,1, $7.00 , $7.00 ,Tap to Pay,Social,5,2023,4
T02585,CUST024957,P037,2023-05-07,2023-05-07,3, $6.50 , $19.50 ,Credit Card,Social,5,2023,3
T02585,CUST015796,P004,2023-05-07,2023-05-07,2, $4.50 , $9.00 ,Credit Card,Email,5,2023,1
T02586,CUST038240,P018,2023-05-07,2023-05-07,1, $5.50 , $5.50 ,Cash,Social,5,2023,2
T02587,CUST026159,P046,2023-05-07,2023-05-07,3, $6.00 , $18.00 ,Cash,Email,5,2023,3
T02587,CUST025518,P047,2023-05-07,2023-05-07,2, $6.00 , $12.00 ,Credit Card,Post Mail,5,2023,3
T02588,CUST014303,P062,2023-05-07,2023-05-07,1, $7.00 , $7.00 ,Credit Card,Post Mail,5,2023,4
T02588,CUST018612,P064,2023-05-07,2023-05-07,3, $7.00 , $21.00 ,Credit Card,Mobile App,5,2023,4
T02589,CUST030042,P012,2023-05-07,2023-05-07,3, $4.00 , $12.00 ,Tap to Pay,Mobile App,5,2023,1
T02589,CUST018805,P021,2023-05-07,2023-05-07,3, $5.50 , $16.50 ,Credit Card,None,5,2023,2
T02589,CUST021386,P034,2023-05-07,2023-05-07,3, $6.50 , $19.50 ,Credit Card,Mobile App,5,2023,3
T02589,CUST036012,P036,2023-05-07,2023-05-07,3, $6.50 , $19.50 ,Tap to Pay,Post Mail,5,2023,3
T02589,CUST039104,P052,2023-05-07,2023-05-07,3, $7.50 , $22.50 ,Tap to Pay,None,5,2023,4
T02590,CUST038701,P057,2023-05-07,2023-05-07,3, $7.00 , $21.00 ,Tap to Pay,Email,5,2023,4
T02591,CUST037085,P031,2023-05-07,2023-05-07,1, $5.00 , $5.00 ,Tap to Pay,Post Mail,5,2023,2
T02591,CUST038005,P027,2023-05-07,2023-05-07,3, $5.00 , $15.00 ,Tap to Pay,None,5,2023,2
T02591,CUST022836,P042,2023-05-07,2023-05-07,3, $6.00 , $18.00 ,Cash,Post Mail,5,2023,3
T02591,CUST018238,P025,2023-05-07,2023-05-07,2, $5.00 , $10.00 ,Cash,Social,5,2023,2
T02591,CUST013295,P021,2023-05-07,2023-05-07,1, $5.50 , $5.50 ,Credit Card,Mobile App,5,2023,2
T02592,CUST039106,P053,2023-05-07,2023-05-07,2, $7.50 , $15.00 ,Credit Card,Email,5,2023,4
T02593,CUST013988,P008,2023-05-07,2023-05-07,1, $4.50 , $4.50 ,Tap to Pay,Post Mail,5,2023,1
T02593,CUST011816,P059,2023-05-07,2023-05-07,2, $7.00 , $14.00 ,Credit Card,Social,5,2023,4
T02593,CUST011265,P039,2023-05-07,2023-05-07,1, $6.50 , $6.50 ,Cash,Post Mail,5,2023,3
T02593,CUST012316,P054,2023-05-07,2023-05-07,2, $7.50 , $15.00 ,Cash,Mobile App,5,2023,4
T02593,CUST017233,P062,2023-05-07,2023-05-07,3, $7.00 , $21.00 ,Cash,Post Mail,5,2023,4
T02594,CUST038760,P048,2023-05-08,2023-05-08,1, $6.00 , $6.00 ,Credit Card,Email,5,2023,3
T02595,CUST016915,P045,2023-05-08,2023-05-08,1, $6.00 , $6.00 ,Credit Card,Mobile App,5,2023,3
T02596,CUST029608,P049,2023-05-08,2023-05-08,1, $7.50 , $7.50 ,Cash,None,5,2023,4
T02596,CUST032934,P042,2023-05-08,2023-05-08,3, $6.00 , $18.00 ,Credit Card,Post Mail,5,2023,3
T02597,CUST017784,P049,2023-05-08,2023-05-08,2, $7.50 , $15.00 ,Cash,Social,5,2023,4
T02597,CUST010046,P025,2023-05-08,2023-05-08,2, $5.00 , $10.00 ,Tap to Pay,Email,5,2023,2
T02597,CUST031931,P042,2023-05-08,2023-05-08,2, $6.00 , $12.00 ,Tap to Pay,Mobile App,5,2023,3
T02597,CUST014593,P035,2023-05-08,2023-05-08,3, $6.50 , $19.50 ,Cash,Mobile App,5,2023,3
T02598,CUST034574,P050,2023-05-08,2023-05-08,2, $7.50 , $15.00 ,Cash,Email,5,2023,4
T02598,CUST010660,P020,2023-05-08,2023-05-08,2, $5.50 , $11.00 ,Cash,Email,5,2023,2
T02599,CUST029789,P040,2023-05-08,2023-05-08,3, $6.50 , $19.50 ,Cash,Mobile App,5,2023,3
T02600,CUST035847,P048,2023-05-08,2023-05-08,2, $6.00 , $12.00 ,Credit Card,Post Mail,5,2023,3
T02600,CUST030028,P009,2023-05-08,2023-05-08,1, $4.00 , $4.00 ,Credit Card,None,5,2023,1
T02600,CUST028887,P029,2023-05-08,2023-05-08,1, $5.00 , $5.00 ,Credit Card,Mobile App,5,2023,2
T02600,CUST026345,P059,2023-05-08,2023-05-08,1, $7.00 , $7.00 ,Credit Card,None,5,2023,4
T02601,CUST031348,P048,2023-05-08,2023-05-08,1, $6.00 , $6.00 ,Tap to Pay,Post Mail,5,2023,3
T02601,CUST033171,P031,2023-05-08,2023-05-08,3, $5.00 , $15.00 ,Cash,Post Mail,5,2023,2
T02601,CUST037879,P016,2023-05-08,2023-05-08,3, $4.00 , $12.00 ,Credit Card,None,5,2023,1
T02602,CUST017664,P019,2023-05-08,2023-05-08,1, $5.50 , $5.50 ,Cash,None,5,2023,2
T02602,CUST020310,P004,2023-05-08,2023-05-08,2, $4.50 , $9.00 ,Credit Card,Social,5,2023,1
T02602,CUST024592,P014,2023-05-08,2023-05-08,2, $4.00 , $8.00 ,Tap to Pay,Post Mail,5,2023,1
T02603,CUST038080,P038,2023-05-08,2023-05-08,3, $6.50 , $19.50 ,Cash,Mobile App,5,2023,3
T02603,CUST036668,P050,2023-05-08,2023-05-08,2, $7.50 , $15.00 ,Tap to Pay,Post Mail,5,2023,4
T02603,CUST017774,P016,2023-05-08,2023-05-08,2, $4.00 , $8.00 ,Tap to Pay,Mobile App,5,2023,1
T02603,CUST038250,P010,2023-05-08,2023-05-08,3, $4.00 , $12.00 ,Credit Card,Social,5,2023,1
T02603,CUST034144,P030,2023-05-08,2023-05-08,1, $5.00 , $5.00 ,Cash,Social,5,2023,2
T02604,CUST036459,P001,2023-05-08,2023-05-08,2, $4.50 , $9.00 ,Credit Card,Post Mail,5,2023,1
T02604,CUST021188,P025,2023-05-08,2023-05-08,1, $5.00 , $5.00 ,Tap to Pay,None,5,2023,2
T02604,CUST024602,P051,2023-05-08,2023-05-08,3, $7.50 , $22.50 ,Credit Card,Social,5,2023,4
T02605,CUST015597,P037,2023-05-08,2023-05-08,3, $6.50 , $19.50 ,Credit Card,Mobile App,5,2023,3
T02605,CUST015967,P048,2023-05-08,2023-05-08,3, $6.00 , $18.00 ,Credit Card,None,5,2023,3
T02605,CUST037454,P055,2023-05-08,2023-05-08,3, $7.50 , $22.50 ,Tap to Pay,Email,5,2023,4
T02605,CUST014271,P060,2023-05-08,2023-05-08,3, $7.00 , $21.00 ,Credit Card,Social,5,2023,4
T02605,CUST030095,P060,2023-05-08,2023-05-08,3, $7.00 , $21.00 ,Cash,Mobile App,5,2023,4
T02606,CUST034385,P039,2023-05-08,2023-05-08,1, $6.50 , $6.50 ,Cash,Social,5,2023,3
T02606,CUST019213,P011,2023-05-08,2023-05-08,1, $4.00 , $4.00 ,Tap to Pay,Social,5,2023,1
T02606,CUST026750,P038,2023-05-08,2023-05-08,1, $6.50 , $6.50 ,Tap to Pay,Mobile App,5,2023,3
T02607,CUST017519,P057,2023-05-09,2023-05-09,1, $7.00 , $7.00 ,Credit Card,Mobile App,5,2023,4
T02607,CUST035186,P038,2023-05-09,2023-05-09,2, $6.50 , $13.00 ,Tap to Pay,Post Mail,5,2023,3
T02607,CUST027148,P030,2023-05-09,2023-05-09,2, $5.00 , $10.00 ,Tap to Pay,None,5,2023,2
T02607,CUST019560,P025,2023-05-09,2023-05-09,1, $5.00 , $5.00 ,Tap to Pay,Mobile App,5,2023,2
T02608,CUST034760,P035,2023-05-09,2023-05-09,2, $6.50 , $13.00 ,Tap to Pay,None,5,2023,3
T02608,CUST036064,P004,2023-05-09,2023-05-09,2, $4.50 , $9.00 ,Tap to Pay,Email,5,2023,1
T02609,CUST032543,P053,2023-05-09,2023-05-09,2, $7.50 , $15.00 ,Credit Card,Mobile App,5,2023,4
T02609,CUST017639,P001,2023-05-09,2023-05-09,3, $4.50 , $13.50 ,Tap to Pay,None,5,2023,1
T02609,CUST029351,P035,2023-05-09,2023-05-09,1, $6.50 , $6.50 ,Tap to Pay,Post Mail,5,2023,3
T02610,CUST012893,P005,2023-05-09,2023-05-09,3, $4.50 , $13.50 ,Cash,Post Mail,5,2023,1
T02610,CUST021881,P033,2023-05-09,2023-05-09,3, $6.50 , $19.50 ,Credit Card,None,5,2023,3
T02610,CUST031102,P037,2023-05-09,2023-05-09,1, $6.50 , $6.50 ,Cash,Post Mail,5,2023,3
T02610,CUST022421,P039,2023-05-09,2023-05-09,3, $6.50 , $19.50 ,Tap to Pay,Social,5,2023,3
T02610,CUST036742,P049,2023-05-09,2023-05-09,2, $7.50 , $15.00 ,Credit Card,Social,5,2023,4
T02611,CUST024173,P052,2023-05-09,2023-05-09,1, $7.50 , $7.50 ,Credit Card,Email,5,2023,4
T02611,CUST035173,P007,2023-05-09,2023-05-09,2, $4.50 , $9.00 ,Cash,Social,5,2023,1
T02611,CUST018701,P005,2023-05-09,2023-05-09,1, $4.50 , $4.50 ,Cash,Email,5,2023,1
T02611,CUST012988,P037,2023-05-09,2023-05-09,1, $6.50 , $6.50 ,Tap to Pay,None,5,2023,3
T02611,CUST036934,P042,2023-05-09,2023-05-09,1, $6.00 , $6.00 ,Cash,Post Mail,5,2023,3
T02612,CUST016352,P043,2023-05-09,2023-05-09,1, $6.00 , $6.00 ,Tap to Pay,Email,5,2023,3
T02613,CUST028062,P051,2023-05-09,2023-05-09,3, $7.50 , $22.50 ,Cash,Email,5,2023,4
T02613,CUST024443,P008,2023-05-09,2023-05-09,1, $4.50 , $4.50 ,Cash,None,5,2023,1
T02613,CUST017785,P035,2023-05-09,2023-05-09,3, $6.50 , $19.50 ,Credit Card,Mobile App,5,2023,3
T02613,CUST017093,P046,2023-05-09,2023-05-09,1, $6.00 , $6.00 ,Tap to Pay,Mobile App,5,2023,3
T02613,CUST030827,P040,2023-05-09,2023-05-09,2, $6.50 , $13.00 ,Tap to Pay,Mobile App,5,2023,3
T02614,CUST032827,P055,2023-05-09,2023-05-09,1, $7.50 , $7.50 ,Tap to Pay,Email,5,2023,4
T02615,CUST016176,P052,2023-05-09,2023-05-09,3, $7.50 , $22.50 ,Cash,Email,5,2023,4
T02615,CUST031646,P060,2023-05-09,2023-05-09,3, $7.00 , $21.00 ,Credit Card,Social,5,2023,4
T02615,CUST010925,P047,2023-05-09,2023-05-09,3, $6.00 , $18.00 ,Tap to Pay,None,5,2023,3
T02616,CUST022526,P008,2023-05-09,2023-05-09,2, $4.50 , $9.00 ,Cash,Social,5,2023,1
T02617,CUST031527,P001,2023-05-09,2023-05-09,3, $4.50 , $13.50 ,Credit Card,Email,5,2023,1
T02617,CUST035201,P021,2023-05-09,2023-05-09,3, $5.50 , $16.50 ,Cash,Mobile App,5,2023,2
T02617,CUST018609,P049,2023-05-09,2023-05-09,1, $7.50 , $7.50 ,Cash,Post Mail,5,2023,4
T02618,CUST021689,P047,2023-05-09,2023-05-09,1, $6.00 , $6.00 ,Cash,Mobile App,5,2023,3
T02618,CUST014036,P001,2023-05-09,2023-05-09,2, $4.50 , $9.00 ,Cash,Email,5,2023,1
T02618,CUST026792,P060,2023-05-09,2023-05-09,3, $7.00 , $21.00 ,Tap to Pay,Email,5,2023,4
T02619,CUST019691,P039,2023-05-09,2023-05-09,3, $6.50 , $19.50 ,Credit Card,None,5,2023,3
T02619,CUST025221,P015,2023-05-09,2023-05-09,1, $4.00 , $4.00 ,Cash,Mobile App,5,2023,1
T02619,CUST037178,P010,2023-05-09,2023-05-09,2, $4.00 , $8.00 ,Credit Card,Email,5,2023,1
T02620,CUST036634,P015,2023-05-09,2023-05-09,2, $4.00 , $8.00 ,Tap to Pay,Social,5,2023,1
T02620,CUST036008,P059,2023-05-09,2023-05-09,3, $7.00 , $21.00 ,Credit Card,Mobile App,5,2023,4
T02621,CUST014621,P018,2023-05-10,2023-05-10,3, $5.50 , $16.50 ,Cash,Email,5,2023,2
T02622,CUST015709,P019,2023-05-10,2023-05-10,3, $5.50 , $16.50 ,Credit Card,None,5,2023,2
T02622,CUST025829,P005,2023-05-10,2023-05-10,2, $4.50 , $9.00 ,Cash,Email,5,2023,1
T02622,CUST026770,P023,2023-05-10,2023-05-10,1, $5.50 , $5.50 ,Cash,Email,5,2023,2
T02623,CUST027775,P058,2023-05-10,2023-05-10,3, $7.00 , $21.00 ,Credit Card,None,5,2023,4
T02623,CUST020198,P061,2023-05-10,2023-05-10,1, $7.00 , $7.00 ,Cash,Email,5,2023,4
T02623,CUST031020,P040,2023-05-10,2023-05-10,3, $6.50 , $19.50 ,Cash,Post Mail,5,2023,3
T02623,CUST039250,P046,2023-05-10,2023-05-10,2, $6.00 , $12.00 ,Credit Card,Social,5,2023,3
T02623,CUST022030,P014,2023-05-10,2023-05-10,3, $4.00 , $12.00 ,Credit Card,Post Mail,5,2023,1
T02624,CUST015179,P012,2023-05-10,2023-05-10,1, $4.00 , $4.00 ,Credit Card,None,5,2023,1
T02625,CUST018341,P063,2023-05-10,2023-05-10,3, $7.00 , $21.00 ,Cash,Post Mail,5,2023,4
T02625,CUST025415,P056,2023-05-10,2023-05-10,1, $7.50 , $7.50 ,Cash,None,5,2023,4
T02625,CUST033604,P064,2023-05-10,2023-05-10,3, $7.00 , $21.00 ,Tap to Pay,Mobile App,5,2023,4
T02626,CUST038115,P055,2023-05-10,2023-05-10,1, $7.50 , $7.50 ,Tap to Pay,Email,5,2023,4
T02626,CUST017612,P036,2023-05-10,2023-05-10,3, $6.50 , $19.50 ,Credit Card,Post Mail,5,2023,3
T02626,CUST013202,P048,2023-05-10,2023-05-10,1, $6.00 , $6.00 ,Credit Card,Mobile App,5,2023,3
T02626,CUST025017,P057,2023-05-10,2023-05-10,1, $7.00 , $7.00 ,Credit Card,Social,5,2023,4
T02627,CUST022177,P058,2023-05-10,2023-05-10,2, $7.00 , $14.00 ,Credit Card,Post Mail,5,2023,4
T02628,CUST034786,P015,2023-05-10,2023-05-10,1, $4.00 , $4.00 ,Cash,Post Mail,5,2023,1
T02628,CUST011209,P021,2023-05-10,2023-05-10,2, $5.50 , $11.00 ,Credit Card,Post Mail,5,2023,2
T02628,CUST030359,P045,2023-05-10,2023-05-10,1, $6.00 , $6.00 ,Credit Card,None,5,2023,3
T02628,CUST019205,P004,2023-05-10,2023-05-10,3, $4.50 , $13.50 ,Cash,Mobile App,5,2023,1
T02628,CUST039787,P063,2023-05-10,2023-05-10,3, $7.00 , $21.00 ,Tap to Pay,Post Mail,5,2023,4
T02629,CUST020574,P039,2023-05-10,2023-05-10,1, $6.50 , $6.50 ,Tap to Pay,Email,5,2023,3
T02630,CUST035176,P014,2023-05-10,2023-05-10,3, $4.00 , $12.00 ,Cash,Social,5,2023,1
T02630,CUST034701,P016,2023-05-10,2023-05-10,1, $4.00 , $4.00 ,Cash,None,5,2023,1
T02630,CUST030618,P050,2023-05-10,2023-05-10,2, $7.50 , $15.00 ,Credit Card,Mobile App,5,2023,4
T02631,CUST026738,P030,2023-05-10,2023-05-10,2, $5.00 , $10.00 ,Credit Card,Mobile App,5,2023,2
T02631,CUST032439,P043,2023-05-10,2023-05-10,2, $6.00 , $12.00 ,Cash,None,5,2023,3
T02632,CUST024136,P045,2023-05-10,2023-05-10,3, $6.00 , $18.00 ,Cash,None,5,2023,3
T02632,CUST033602,P058,2023-05-10,2023-05-10,3, $7.00 , $21.00 ,Cash,Mobile App,5,2023,4
T02632,CUST024671,P031,2023-05-10,2023-05-10,2, $5.00 , $10.00 ,Tap to Pay,Post Mail,5,2023,2
T02632,CUST022660,P003,2023-05-10,2023-05-10,2, $4.50 , $9.00 ,Credit Card,Mobile App,5,2023,1
T02633,CUST036749,P062,2023-05-10,2023-05-10,2, $7.00 , $14.00 ,Cash,Email,5,2023,4
T02633,CUST027124,P016,2023-05-10,2023-05-10,2, $4.00 , $8.00 ,Tap to Pay,Social,5,2023,1
T02633,CUST019853,P024,2023-05-10,2023-05-10,3, $5.50 , $16.50 ,Tap to Pay,Post Mail,5,2023,2
T02633,CUST025909,P002,2023-05-10,2023-05-10,1, $4.50 , $4.50 ,Tap to Pay,Social,5,2023,1
T02634,CUST011093,P004,2023-05-10,2023-05-10,2, $4.50 , $9.00 ,Cash,Social,5,2023,1
T02634,CUST037706,P028,2023-05-10,2023-05-10,2, $5.00 , $10.00 ,Credit Card,Social,5,2023,2
T02635,CUST037279,P022,2023-05-10,2023-05-10,1, $5.50 , $5.50 ,Tap to Pay,Email,5,2023,2
T02635,CUST025486,P015,2023-05-10,2023-05-10,2, $4.00 , $8.00 ,Cash,Post Mail,5,2023,1
